y	age	job	marital	education	balance	housing	loan	contact	duration	previous	poutcome
0	45	self-employed	married	secondary	1113	yes	no	unknown	67	0	unknown
0	44	technician	single	secondary	696	yes	no	unknown	680	0	unknown
0	55	blue-collar	married	primary	-268	yes	no	unknown	160	0	unknown
0	37	blue-collar	single	secondary	197	yes	no	unknown	251	0	unknown
0	28	services	single	secondary	317	yes	no	unknown	21	0	unknown
0	43	admin	single	tertiary	329	yes	no	unknown	218	0	unknown
0	35	blue-collar	single	secondary	510	yes	no	unknown	81	0	unknown
0	30	management	single	tertiary	5	no	no	unknown	476	0	unknown
1	54	management	single	tertiary	4393	yes	no	unknown	1297	0	unknown
0	34	management	divorced	tertiary	488	yes	no	unknown	4	0	unknown
0	30	services	single	secondary	442	yes	no	unknown	283	0	unknown
0	46	unknown	married	unknown	300	yes	no	unknown	323	0	unknown
0	52	blue-collar	married	primary	1007	yes	no	unknown	248	0	unknown
0	44	blue-collar	married	primary	195	yes	no	unknown	541	0	unknown
0	36	blue-collar	married	secondary	513	yes	no	unknown	427	0	unknown
0	44	technician	divorced	secondary	399	yes	no	unknown	148	0	unknown
0	44	blue-collar	married	primary	12	yes	no	unknown	408	0	unknown
0	24	blue-collar	single	secondary	77	yes	no	unknown	236	0	unknown
0	56	blue-collar	married	primary	8318	yes	no	unknown	428	0	unknown
0	41	blue-collar	divorced	secondary	-104	yes	no	unknown	32	0	unknown
0	51	technician	married	tertiary	0	yes	no	unknown	330	0	unknown
0	53	blue-collar	married	secondary	2	yes	no	unknown	851	0	unknown
0	41	blue-collar	single	primary	0	yes	no	unknown	522	0	unknown
0	26	blue-collar	single	primary	-579	yes	no	unknown	320	0	unknown
0	53	entrepreneur	married	tertiary	2884	yes	no	unknown	165	0	unknown
1	30	technician	single	secondary	863	yes	no	unknown	1193	0	unknown
0	27	admin	single	unknown	56	yes	no	unknown	730	0	unknown
0	32	services	single	secondary	358	yes	no	unknown	1144	0	unknown
0	40	blue-collar	married	secondary	0	yes	no	unknown	167	0	unknown
0	55	technician	married	secondary	2055	yes	no	unknown	1023	0	unknown
0	35	services	single	secondary	568	yes	no	unknown	469	0	unknown
0	32	management	single	secondary	0	yes	yes	unknown	385	0	unknown
0	57	blue-collar	married	unknown	97	yes	no	unknown	260	0	unknown
0	32	blue-collar	married	primary	217	yes	no	unknown	169	0	unknown
0	55	unknown	married	tertiary	0	no	no	unknown	409	0	unknown
0	43	services	married	secondary	3608	yes	no	unknown	165	0	unknown
0	42	blue-collar	married	secondary	388	yes	yes	unknown	437	0	unknown
0	27	management	single	tertiary	0	yes	no	unknown	89	0	unknown
0	36	services	married	secondary	279	no	no	unknown	261	0	unknown
0	32	admin	married	secondary	193	yes	no	unknown	294	0	unknown
0	53	technician	divorced	secondary	751	yes	no	unknown	343	0	unknown
0	34	blue-collar	married	secondary	305	yes	no	unknown	1245	0	unknown
0	23	blue-collar	single	secondary	105	yes	no	unknown	498	0	unknown
0	31	management	single	tertiary	548	yes	no	unknown	148	0	unknown
0	46	services	married	secondary	271	yes	no	unknown	134	0	unknown
0	31	services	married	secondary	246	yes	no	unknown	230	0	unknown
0	42	self-employed	married	tertiary	1932	yes	no	unknown	192	0	unknown
0	52	self-employed	married	secondary	1066	yes	no	unknown	65	0	unknown
0	38	blue-collar	married	primary	-326	yes	no	unknown	237	0	unknown
0	38	blue-collar	single	primary	1465	yes	no	unknown	239	0	unknown
0	60	unemployed	married	primary	26	yes	no	unknown	196	0	unknown
0	42	management	single	tertiary	10561	no	no	unknown	243	0	unknown
0	30	blue-collar	married	secondary	68	yes	yes	unknown	393	0	unknown
0	53	technician	divorced	tertiary	647	yes	no	unknown	512	0	unknown
0	35	admin	single	secondary	368	yes	no	unknown	218	0	unknown
0	45	admin	married	secondary	-183	yes	no	unknown	215	0	unknown
0	57	retired	married	primary	70	yes	yes	unknown	186	0	unknown
0	41	technician	married	primary	141	yes	no	unknown	299	0	unknown
0	44	blue-collar	married	primary	75	no	no	unknown	107	0	unknown
0	56	blue-collar	married	unknown	22	yes	no	unknown	103	0	unknown
0	46	services	married	secondary	9	no	no	unknown	297	0	unknown
1	34	blue-collar	married	primary	695	yes	yes	unknown	1064	0	unknown
0	51	blue-collar	divorced	primary	83	yes	no	unknown	24	0	unknown
0	27	services	single	secondary	-20	no	no	unknown	757	0	unknown
0	31	self-employed	single	secondary	532	yes	no	unknown	90	0	unknown
0	51	management	married	tertiary	0	yes	no	unknown	59	0	unknown
0	25	management	single	tertiary	99	yes	yes	unknown	102	0	unknown
0	48	management	married	unknown	54	yes	no	unknown	293	0	unknown
1	37	management	single	secondary	792	yes	no	unknown	1187	0	unknown
0	35	blue-collar	married	primary	378	yes	no	unknown	427	0	unknown
0	58	self-employed	married	tertiary	8014	yes	no	unknown	65	0	unknown
0	47	blue-collar	married	unknown	584	yes	no	unknown	79	0	unknown
0	58	retired	married	primary	331	yes	no	unknown	145	0	unknown
0	36	management	married	secondary	122	yes	no	unknown	39	0	unknown
0	38	blue-collar	married	secondary	660	yes	yes	unknown	105	0	unknown
0	27	admin	single	secondary	276	yes	no	unknown	311	0	unknown
0	44	blue-collar	married	primary	-14	yes	yes	unknown	179	0	unknown
0	47	blue-collar	single	secondary	15	yes	no	unknown	62	0	unknown
0	26	admin	single	secondary	-326	yes	no	unknown	128	0	unknown
0	29	services	single	secondary	2099	yes	yes	unknown	171	0	unknown
0	60	management	divorced	tertiary	2589	yes	no	unknown	134	0	unknown
0	37	entrepreneur	single	secondary	654	no	no	unknown	594	0	unknown
0	35	blue-collar	married	secondary	474	yes	no	unknown	55	0	unknown
0	44	blue-collar	married	secondary	294	yes	no	unknown	66	0	unknown
0	50	management	divorced	primary	-6	yes	no	unknown	92	0	unknown
0	41	blue-collar	married	primary	865	no	yes	unknown	19	0	unknown
0	26	technician	divorced	secondary	379	yes	yes	unknown	501	0	unknown
0	43	management	married	primary	8167	yes	no	unknown	114	0	unknown
0	46	management	married	primary	357	yes	yes	unknown	221	0	unknown
0	54	services	married	secondary	2431	yes	no	unknown	221	0	unknown
0	46	blue-collar	married	tertiary	1497	yes	no	unknown	374	0	unknown
0	46	blue-collar	married	primary	7934	yes	no	unknown	123	0	unknown
0	55	blue-collar	married	secondary	1261	no	no	unknown	166	0	unknown
0	45	blue-collar	married	secondary	1124	yes	no	unknown	37	0	unknown
0	58	retired	married	primary	196	yes	no	unknown	35	0	unknown
0	48	unemployed	married	tertiary	-471	yes	no	unknown	668	0	unknown
0	38	services	married	secondary	497	yes	yes	unknown	88	0	unknown
0	57	services	divorced	primary	1920	no	no	unknown	77	0	unknown
0	54	blue-collar	divorced	primary	8180	no	no	unknown	312	0	unknown
0	40	management	single	tertiary	2784	yes	no	unknown	181	0	unknown
0	44	services	married	secondary	556	no	no	unknown	134	0	unknown
0	55	technician	married	secondary	517	yes	yes	unknown	61	0	unknown
0	40	blue-collar	single	unknown	-154	yes	yes	unknown	258	0	unknown
0	42	management	divorced	tertiary	0	no	no	unknown	131	0	unknown
0	48	technician	married	secondary	522	yes	no	unknown	71	0	unknown
0	52	admin	divorced	secondary	-342	no	no	unknown	153	0	unknown
0	31	blue-collar	married	secondary	43	yes	no	unknown	405	0	unknown
0	60	admin	married	secondary	12210	yes	no	unknown	256	0	unknown
0	51	services	married	primary	8806	yes	no	unknown	131	0	unknown
0	50	blue-collar	divorced	secondary	2402	yes	no	unknown	219	0	unknown
0	44	entrepreneur	married	secondary	-848	yes	no	unknown	468	0	unknown
0	33	admin	married	secondary	0	no	no	unknown	326	0	unknown
0	43	technician	married	secondary	674	yes	yes	unknown	412	0	unknown
0	46	services	divorced	secondary	778	yes	no	unknown	579	0	unknown
0	43	services	married	secondary	384	yes	yes	unknown	277	0	unknown
0	50	services	divorced	secondary	256	yes	no	unknown	316	0	unknown
1	41	admin	single	secondary	1020	yes	no	unknown	882	0	unknown
0	50	services	married	secondary	1463	yes	no	unknown	380	0	unknown
0	50	services	divorced	secondary	761	yes	no	unknown	169	0	unknown
0	40	admin	married	secondary	1380	yes	no	unknown	127	0	unknown
0	30	blue-collar	single	primary	71	yes	no	unknown	122	0	unknown
0	44	admin	married	secondary	-1249	yes	yes	unknown	83	0	unknown
0	51	technician	single	secondary	4089	yes	no	unknown	318	0	unknown
0	40	blue-collar	married	primary	3736	yes	no	unknown	29	0	unknown
0	38	blue-collar	married	primary	2407	yes	no	unknown	218	0	unknown
0	52	technician	married	secondary	1781	yes	no	unknown	144	0	unknown
0	49	technician	married	secondary	4667	yes	no	unknown	130	0	unknown
0	44	admin	divorced	secondary	2	yes	no	unknown	429	0	unknown
0	39	admin	married	tertiary	259	yes	no	unknown	27	0	unknown
0	43	admin	single	secondary	445	yes	no	unknown	546	0	unknown
0	32	services	married	secondary	132	yes	yes	unknown	343	0	unknown
0	55	management	divorced	unknown	2	yes	no	unknown	95	0	unknown
0	55	services	married	secondary	283	yes	no	unknown	156	0	unknown
0	42	management	divorced	secondary	830	yes	no	unknown	112	0	unknown
0	26	technician	single	tertiary	75	yes	yes	unknown	351	0	unknown
0	54	services	married	secondary	158	yes	no	unknown	198	0	unknown
0	34	blue-collar	married	primary	46	yes	yes	unknown	165	0	unknown
0	46	management	married	tertiary	4301	yes	yes	unknown	134	0	unknown
0	25	blue-collar	single	secondary	815	yes	no	unknown	268	0	unknown
0	49	management	married	tertiary	128	yes	no	unknown	298	0	unknown
0	59	blue-collar	divorced	primary	457	yes	no	unknown	63	0	unknown
0	57	management	married	primary	0	no	no	unknown	455	0	unknown
0	27	technician	married	secondary	374	yes	no	unknown	188	0	unknown
0	38	services	married	secondary	3259	yes	no	unknown	241	0	unknown
0	41	services	divorced	secondary	-19	yes	no	unknown	201	0	unknown
0	56	blue-collar	married	secondary	316	yes	no	unknown	27	0	unknown
0	37	blue-collar	married	secondary	398	yes	no	unknown	206	0	unknown
0	32	unemployed	married	secondary	2996	yes	no	unknown	68	0	unknown
0	47	admin	married	secondary	292	yes	no	unknown	82	0	unknown
0	57	management	married	tertiary	5431	yes	no	unknown	97	0	unknown
0	38	services	single	tertiary	323	yes	no	unknown	138	0	unknown
0	30	blue-collar	married	secondary	1312	yes	no	unknown	285	0	unknown
0	43	blue-collar	married	primary	953	yes	no	unknown	135	0	unknown
0	35	blue-collar	single	secondary	5	no	no	unknown	268	0	unknown
0	28	technician	single	secondary	213	yes	no	unknown	267	0	unknown
0	38	admin	married	secondary	976	yes	yes	unknown	382	0	unknown
0	45	blue-collar	married	primary	970	yes	no	unknown	208	0	unknown
0	31	technician	single	secondary	87	yes	no	unknown	259	0	unknown
0	38	technician	married	secondary	59	yes	no	unknown	18	0	unknown
0	28	student	single	tertiary	80	yes	no	unknown	234	0	unknown
0	40	unemployed	married	primary	3444	yes	no	unknown	792	0	unknown
0	30	blue-collar	married	secondary	12697	yes	yes	unknown	95	0	unknown
1	47	blue-collar	married	secondary	863	yes	no	unknown	943	0	unknown
0	27	management	single	tertiary	0	yes	no	unknown	352	0	unknown
0	30	technician	single	secondary	18	no	no	unknown	798	0	unknown
0	53	services	married	secondary	33	yes	no	unknown	84	0	unknown
0	48	blue-collar	married	primary	281	yes	no	unknown	100	0	unknown
0	35	technician	single	secondary	-206	yes	no	unknown	85	0	unknown
0	38	services	single	secondary	36	yes	no	unknown	143	0	unknown
0	32	technician	married	unknown	1879	no	no	unknown	115	0	unknown
0	53	blue-collar	married	primary	10	yes	no	unknown	73	0	unknown
0	25	blue-collar	married	secondary	77	yes	no	unknown	31	0	unknown
0	45	entrepreneur	married	tertiary	369	yes	no	unknown	182	0	unknown
0	28	blue-collar	single	secondary	43	no	no	unknown	190	0	unknown
0	30	blue-collar	married	primary	392	yes	no	unknown	351	0	unknown
0	31	admin	single	secondary	0	no	no	unknown	179	0	unknown
0	42	housemaid	married	primary	14752	no	no	unknown	107	0	unknown
0	60	admin	married	unknown	738	no	no	unknown	529	0	unknown
0	28	student	single	tertiary	836	yes	no	unknown	36	0	unknown
0	46	blue-collar	single	primary	2851	yes	no	unknown	122	0	unknown
0	40	technician	married	tertiary	296	no	no	unknown	198	0	unknown
0	32	blue-collar	married	primary	1076	yes	no	unknown	67	0	unknown
0	56	blue-collar	married	secondary	25	yes	no	unknown	264	0	unknown
0	20	blue-collar	married	primary	-172	yes	yes	unknown	238	0	unknown
0	41	services	single	secondary	197	yes	no	unknown	112	0	unknown
0	48	blue-collar	married	secondary	5057	yes	no	unknown	21	0	unknown
0	49	blue-collar	married	primary	284	yes	no	unknown	81	0	unknown
0	29	blue-collar	single	tertiary	1012	yes	no	unknown	496	0	unknown
0	57	admin	divorced	secondary	4378	yes	no	unknown	78	0	unknown
0	49	technician	married	secondary	2718	no	no	unknown	114	0	unknown
0	42	entrepreneur	single	primary	103	yes	no	unknown	156	0	unknown
0	28	blue-collar	married	secondary	1827	yes	no	unknown	211	0	unknown
0	31	blue-collar	married	secondary	41	yes	no	unknown	265	0	unknown
0	26	blue-collar	married	secondary	484	yes	no	unknown	48	0	unknown
0	29	services	single	secondary	146	yes	no	unknown	104	0	unknown
0	26	technician	single	secondary	3	yes	no	unknown	610	0	unknown
0	31	blue-collar	single	secondary	259	yes	no	unknown	287	0	unknown
0	38	entrepreneur	married	secondary	830	yes	no	unknown	68	0	unknown
0	45	services	divorced	primary	242	yes	no	unknown	336	0	unknown
0	24	blue-collar	single	secondary	0	yes	no	unknown	202	0	unknown
0	31	admin	single	secondary	6042	yes	no	unknown	228	0	unknown
0	40	blue-collar	married	secondary	-341	yes	no	unknown	192	0	unknown
0	34	services	divorced	secondary	221	yes	no	unknown	343	0	unknown
0	24	technician	single	secondary	-46	yes	no	unknown	23	0	unknown
0	26	blue-collar	single	secondary	-5	no	no	unknown	260	0	unknown
0	29	management	single	tertiary	617	yes	no	unknown	387	0	unknown
0	30	management	married	tertiary	134	yes	no	unknown	70	0	unknown
0	61	blue-collar	married	primary	625	yes	no	unknown	158	0	unknown
0	26	management	married	tertiary	775	no	no	unknown	35	0	unknown
0	31	technician	single	tertiary	221	yes	no	unknown	145	0	unknown
0	28	technician	single	tertiary	-31	yes	no	unknown	257	0	unknown
1	31	admin	married	secondary	97	yes	no	unknown	607	0	unknown
0	52	entrepreneur	divorced	tertiary	81	yes	no	unknown	214	0	unknown
0	30	blue-collar	single	secondary	16	yes	no	unknown	127	0	unknown
0	32	services	married	secondary	144	yes	no	unknown	260	0	unknown
0	38	management	single	tertiary	889	no	no	unknown	197	0	unknown
0	40	blue-collar	married	secondary	-481	yes	yes	unknown	174	0	unknown
0	38	entrepreneur	married	secondary	680	yes	no	unknown	144	0	unknown
0	54	blue-collar	married	secondary	-754	yes	no	unknown	222	0	unknown
0	42	services	married	secondary	2993	yes	no	unknown	136	0	unknown
0	34	technician	divorced	tertiary	501	yes	no	unknown	546	0	unknown
0	42	management	married	tertiary	365	yes	no	unknown	49	0	unknown
0	54	retired	divorced	primary	477	yes	no	unknown	335	0	unknown
0	27	blue-collar	married	secondary	72	yes	no	unknown	105	0	unknown
0	31	blue-collar	married	primary	2085	yes	yes	unknown	488	0	unknown
0	34	technician	single	secondary	705	yes	yes	unknown	1203	0	unknown
1	31	blue-collar	married	secondary	754	yes	no	unknown	1022	0	unknown
0	27	technician	married	secondary	512	yes	no	unknown	128	0	unknown
0	25	blue-collar	married	secondary	300	yes	yes	unknown	126	0	unknown
0	20	student	single	secondary	67	yes	no	unknown	387	0	unknown
0	54	admin	divorced	secondary	912	yes	no	unknown	258	0	unknown
0	30	blue-collar	single	unknown	0	yes	no	unknown	199	0	unknown
0	33	blue-collar	married	secondary	86	yes	no	unknown	364	0	unknown
0	22	blue-collar	single	secondary	0	yes	no	unknown	123	0	unknown
0	36	blue-collar	married	unknown	79	yes	no	unknown	201	0	unknown
0	44	blue-collar	married	secondary	87	yes	no	unknown	193	0	unknown
0	43	management	married	secondary	3196	yes	yes	unknown	159	0	unknown
0	44	retired	married	secondary	181	yes	no	unknown	131	0	unknown
0	49	management	single	tertiary	354	yes	no	unknown	166	0	unknown
0	27	entrepreneur	married	secondary	220	yes	no	unknown	480	0	unknown
0	45	blue-collar	married	primary	2128	yes	no	unknown	149	0	unknown
0	41	management	married	tertiary	4357	yes	no	unknown	110	0	unknown
0	28	entrepreneur	single	unknown	1306	yes	no	unknown	396	0	unknown
0	51	technician	married	unknown	425	yes	no	unknown	124	0	unknown
0	49	management	married	tertiary	68	yes	yes	unknown	163	0	unknown
0	42	unemployed	married	secondary	1990	yes	yes	unknown	13	0	unknown
0	55	technician	married	secondary	978	yes	no	unknown	259	0	unknown
0	41	technician	single	secondary	0	yes	yes	unknown	162	0	unknown
0	51	management	single	tertiary	824	no	no	unknown	102	0	unknown
0	46	blue-collar	married	secondary	679	yes	no	unknown	723	0	unknown
0	41	blue-collar	married	primary	262	yes	no	unknown	89	0	unknown
0	32	blue-collar	divorced	secondary	86	no	yes	unknown	703	0	unknown
0	43	technician	single	tertiary	1017	yes	no	unknown	257	0	unknown
0	48	blue-collar	married	primary	456	yes	yes	unknown	289	0	unknown
0	52	self-employed	married	secondary	6353	yes	yes	unknown	361	0	unknown
0	29	technician	single	secondary	103	no	no	unknown	314	0	unknown
0	51	admin	divorced	secondary	467	yes	no	unknown	83	0	unknown
0	48	blue-collar	married	secondary	841	yes	no	unknown	215	0	unknown
0	34	services	married	secondary	0	yes	no	unknown	115	0	unknown
0	52	admin	single	secondary	-346	yes	yes	unknown	147	0	unknown
0	31	self-employed	married	secondary	157	yes	no	unknown	285	0	unknown
0	41	technician	married	secondary	459	yes	no	unknown	102	0	unknown
0	40	services	single	secondary	464	yes	yes	unknown	183	0	unknown
0	51	services	married	secondary	2085	yes	no	unknown	70	0	unknown
0	42	blue-collar	married	unknown	1323	yes	no	unknown	19	0	unknown
0	31	blue-collar	single	secondary	75	yes	no	unknown	346	0	unknown
0	34	blue-collar	married	primary	-288	yes	no	unknown	643	0	unknown
0	41	self-employed	married	secondary	713	yes	no	unknown	78	0	unknown
0	43	blue-collar	married	secondary	1071	yes	no	unknown	411	0	unknown
0	54	blue-collar	married	secondary	887	yes	no	unknown	133	0	unknown
0	47	services	married	secondary	-288	no	no	unknown	193	0	unknown
0	41	blue-collar	married	primary	3722	yes	no	unknown	590	0	unknown
0	40	management	married	tertiary	3	yes	yes	unknown	151	0	unknown
0	23	management	single	secondary	85	yes	no	unknown	109	0	unknown
0	48	blue-collar	married	primary	6489	yes	no	unknown	263	0	unknown
0	36	admin	single	secondary	3457	no	no	unknown	103	0	unknown
0	44	management	divorced	tertiary	409	yes	no	unknown	333	0	unknown
0	31	admin	single	secondary	396	yes	no	unknown	104	0	unknown
0	32	blue-collar	married	secondary	101	yes	no	unknown	191	0	unknown
0	49	blue-collar	married	secondary	402	yes	no	unknown	571	0	unknown
0	23	blue-collar	single	secondary	525	yes	no	unknown	180	0	unknown
0	41	admin	married	secondary	3855	yes	no	unknown	657	0	unknown
0	52	blue-collar	married	secondary	157	yes	yes	unknown	107	0	unknown
0	41	management	married	tertiary	1897	yes	no	unknown	335	0	unknown
0	22	blue-collar	married	secondary	36	yes	no	unknown	120	0	unknown
0	60	blue-collar	married	secondary	171	yes	no	unknown	219	0	unknown
0	60	technician	married	unknown	148	yes	no	unknown	148	0	unknown
0	35	technician	married	unknown	208	yes	no	unknown	214	0	unknown
0	49	blue-collar	married	primary	1536	yes	no	unknown	400	0	unknown
0	32	blue-collar	single	secondary	476	yes	yes	unknown	503	0	unknown
0	45	blue-collar	married	secondary	42	yes	no	unknown	125	0	unknown
0	29	management	single	tertiary	-233	yes	no	unknown	329	0	unknown
0	45	management	married	tertiary	1540	yes	no	unknown	194	0	unknown
0	28	management	single	tertiary	3238	yes	no	unknown	7	0	unknown
0	21	student	single	unknown	210	yes	no	unknown	53	0	unknown
0	31	services	single	secondary	1629	yes	no	unknown	344	0	unknown
0	27	admin	divorced	secondary	112	yes	no	unknown	104	0	unknown
1	43	services	divorced	secondary	1040	yes	no	unknown	552	0	unknown
0	24	blue-collar	single	unknown	76	yes	no	unknown	345	0	unknown
0	28	blue-collar	single	secondary	362	yes	no	unknown	263	0	unknown
0	42	management	divorced	tertiary	1116	yes	no	unknown	88	0	unknown
0	40	blue-collar	married	secondary	-365	yes	no	unknown	44	0	unknown
0	42	services	married	primary	2567	yes	no	unknown	401	0	unknown
0	31	blue-collar	single	secondary	19	yes	no	unknown	178	0	unknown
0	47	blue-collar	married	primary	146	yes	yes	unknown	53	0	unknown
0	40	blue-collar	divorced	secondary	125	yes	no	unknown	349	0	unknown
0	31	admin	divorced	secondary	47	yes	no	unknown	34	0	unknown
0	26	blue-collar	divorced	secondary	0	yes	no	unknown	48	0	unknown
0	52	admin	single	primary	0	no	no	unknown	182	0	unknown
0	31	blue-collar	single	tertiary	462	yes	yes	unknown	147	0	unknown
0	44	management	married	tertiary	4087	yes	no	unknown	457	0	unknown
0	27	technician	single	secondary	16	no	no	unknown	193	0	unknown
0	41	blue-collar	married	unknown	665	yes	no	unknown	142	0	unknown
0	28	management	single	secondary	471	yes	yes	unknown	123	0	unknown
0	27	blue-collar	married	secondary	613	yes	no	unknown	65	0	unknown
0	34	admin	married	secondary	645	yes	no	unknown	420	0	unknown
0	44	blue-collar	married	secondary	1087	yes	no	unknown	100	0	unknown
0	36	blue-collar	married	primary	2079	yes	yes	unknown	403	0	unknown
0	37	technician	married	secondary	1633	yes	no	unknown	229	0	unknown
0	27	technician	single	primary	1022	yes	no	unknown	445	0	unknown
0	32	blue-collar	single	secondary	1211	yes	no	unknown	206	0	unknown
0	31	blue-collar	married	secondary	9714	yes	no	unknown	182	0	unknown
0	51	management	married	tertiary	642	no	no	unknown	183	0	unknown
0	47	technician	divorced	secondary	1851	yes	no	unknown	140	0	unknown
0	23	student	single	secondary	405	yes	no	unknown	134	0	unknown
0	30	management	single	tertiary	358	yes	no	unknown	88	0	unknown
0	50	blue-collar	married	secondary	170	yes	yes	unknown	234	0	unknown
0	52	services	married	secondary	2420	yes	no	unknown	215	0	unknown
0	34	blue-collar	single	secondary	1484	yes	no	unknown	194	0	unknown
0	28	entrepreneur	married	secondary	422	yes	no	unknown	394	0	unknown
0	28	admin	single	secondary	350	yes	yes	unknown	5	0	unknown
0	57	retired	married	secondary	919	yes	yes	unknown	408	0	unknown
0	31	management	single	tertiary	444	yes	no	unknown	114	0	unknown
0	35	management	married	tertiary	1253	yes	no	unknown	210	0	unknown
0	49	entrepreneur	married	tertiary	320	yes	yes	unknown	243	0	unknown
0	32	services	married	secondary	1066	yes	no	unknown	180	0	unknown
0	28	services	married	unknown	-134	yes	no	unknown	8	0	unknown
0	51	management	single	tertiary	1146	yes	yes	unknown	458	0	unknown
0	32	blue-collar	married	primary	424	yes	no	unknown	313	0	unknown
1	37	management	divorced	tertiary	122	yes	no	unknown	1622	0	unknown
0	55	blue-collar	married	secondary	212	yes	no	unknown	324	0	unknown
0	27	blue-collar	single	secondary	5	yes	no	unknown	205	0	unknown
0	49	management	single	tertiary	580	no	no	unknown	310	0	unknown
0	22	blue-collar	single	secondary	3992	yes	yes	unknown	194	0	unknown
0	36	technician	divorced	secondary	141	yes	no	unknown	165	0	unknown
0	46	management	divorced	secondary	361	yes	no	unknown	86	0	unknown
0	57	blue-collar	married	secondary	8195	yes	no	unknown	160	0	unknown
0	55	admin	divorced	secondary	3524	yes	no	unknown	492	0	unknown
0	34	blue-collar	married	secondary	1710	yes	yes	unknown	187	0	unknown
0	44	technician	married	primary	177	yes	no	unknown	197	0	unknown
0	45	management	married	tertiary	199	no	no	unknown	95	0	unknown
0	30	blue-collar	married	secondary	0	no	no	unknown	159	0	unknown
1	30	technician	single	tertiary	880	yes	yes	unknown	967	0	unknown
0	45	blue-collar	married	secondary	771	yes	no	unknown	221	0	unknown
0	34	blue-collar	divorced	secondary	164	yes	no	unknown	102	0	unknown
1	41	technician	married	secondary	501	yes	no	unknown	579	0	unknown
0	45	management	married	unknown	9051	yes	no	unknown	124	0	unknown
0	46	technician	divorced	unknown	103	no	no	unknown	158	0	unknown
0	37	management	married	tertiary	89	yes	no	unknown	162	0	unknown
0	45	blue-collar	married	secondary	4111	yes	no	unknown	211	0	unknown
0	42	blue-collar	married	primary	170	yes	no	unknown	51	0	unknown
0	49	blue-collar	married	secondary	1854	yes	no	unknown	173	0	unknown
0	54	blue-collar	married	secondary	233	yes	no	unknown	220	0	unknown
0	60	retired	married	secondary	819	yes	no	unknown	110	0	unknown
0	24	admin	single	secondary	1019	yes	no	unknown	99	0	unknown
0	43	blue-collar	married	primary	1147	yes	yes	unknown	112	0	unknown
0	49	technician	married	tertiary	279	yes	no	unknown	168	0	unknown
0	45	blue-collar	married	unknown	1263	yes	no	unknown	283	0	unknown
0	54	technician	divorced	secondary	7449	yes	no	unknown	235	0	unknown
0	39	management	married	tertiary	198	yes	no	unknown	138	0	unknown
0	23	technician	single	unknown	710	yes	no	unknown	374	0	unknown
0	48	services	divorced	secondary	858	yes	no	unknown	353	0	unknown
0	38	admin	married	secondary	1344	yes	yes	unknown	147	0	unknown
0	44	self-employed	single	tertiary	149	yes	no	unknown	332	0	unknown
0	53	management	single	primary	208	yes	no	unknown	179	0	unknown
0	28	blue-collar	married	secondary	224	yes	no	unknown	571	0	unknown
0	38	management	single	tertiary	91	yes	no	unknown	492	0	unknown
0	27	blue-collar	single	secondary	-3	yes	no	unknown	265	0	unknown
0	25	blue-collar	married	secondary	316	yes	yes	unknown	360	0	unknown
0	35	admin	married	secondary	846	yes	yes	unknown	175	0	unknown
0	31	blue-collar	married	primary	352	yes	no	unknown	97	0	unknown
0	40	blue-collar	married	primary	-22	yes	no	unknown	84	0	unknown
0	27	services	single	secondary	4923	yes	no	unknown	57	0	unknown
0	53	admin	married	tertiary	6	no	no	unknown	105	0	unknown
0	32	management	divorced	tertiary	312	yes	yes	unknown	886	0	unknown
0	37	technician	single	secondary	61	yes	no	unknown	182	0	unknown
0	37	blue-collar	married	primary	53	yes	no	unknown	467	0	unknown
0	47	blue-collar	married	unknown	-345	yes	no	unknown	18	0	unknown
0	36	management	divorced	tertiary	0	yes	no	unknown	21	0	unknown
0	52	blue-collar	married	secondary	2231	yes	yes	unknown	470	0	unknown
0	52	services	married	unknown	337	yes	no	unknown	85	0	unknown
0	50	technician	married	unknown	413	yes	no	unknown	243	0	unknown
0	45	blue-collar	married	secondary	1345	yes	no	unknown	120	0	unknown
0	52	blue-collar	married	primary	522	yes	no	unknown	298	0	unknown
0	23	services	married	primary	523	yes	yes	unknown	249	0	unknown
0	44	blue-collar	married	secondary	261	yes	no	unknown	87	0	unknown
0	27	admin	single	secondary	3776	yes	no	unknown	217	0	unknown
0	57	technician	married	secondary	437	yes	no	unknown	44	0	unknown
0	48	blue-collar	married	primary	490	yes	no	unknown	622	0	unknown
0	51	management	married	unknown	6482	yes	no	unknown	182	0	unknown
0	53	management	married	primary	3544	no	no	unknown	195	0	unknown
0	46	retired	married	primary	0	no	no	unknown	179	0	unknown
0	49	services	single	secondary	459	yes	no	unknown	58	0	unknown
1	30	technician	single	tertiary	3291	yes	no	unknown	1218	0	unknown
0	41	management	married	primary	2592	yes	no	unknown	500	0	unknown
0	42	self-employed	married	tertiary	596	yes	no	unknown	66	0	unknown
0	34	self-employed	married	secondary	-56	yes	no	unknown	248	0	unknown
0	44	services	married	primary	1161	yes	no	unknown	110	0	unknown
0	34	blue-collar	married	primary	183	yes	no	unknown	3078	0	unknown
0	28	student	single	secondary	154	yes	no	unknown	21	0	unknown
0	31	management	single	secondary	0	yes	no	unknown	150	0	unknown
0	48	technician	single	secondary	479	no	no	unknown	148	0	unknown
0	38	management	divorced	tertiary	-980	yes	no	unknown	91	0	unknown
0	38	management	single	tertiary	690	yes	no	unknown	34	0	unknown
